Customer Number;Customer Name;Age;Gender;Country;Type of Commercial;Direction of Commercial;Time on Website (Min);Items Bought on Website
914;Tonya Singleton PhD;72;Man;Danmark;Sidebarreklam;Husbil-Sport;8;3
915;Nicole Osborne;55;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.99;2
916;Charles Levy;78;Kvinna;Sverige;Helsidereklam;Husbil-Lyx;4.36;4
917;Robert Brown;65;Man;Sverige;Helsidereklam;Husbil-Lyx;7.4;1
918;Sandra Pham;71;Kvinna;Norge;Sidebarreklam;Husbil-Familj;7.98;1
919;Michael Ayala;28;Kvinna;England;Sidebarreklam;Husbil-Budget;7.97;2
920;Rebecca Bender;67;Man;Sverige;Helsidereklam;Husbil-Familj;5.99;1
921;Nicole Quinn;55;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.97;1
922;Sabrina Harris;42;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.05;2
923;Nicole Ramsey;40;Man;Sverige;Helsidereklam;Husbil-Budget;6.08;1
924;Robert Russell;21;Man;Sverige;Sidebarreklam;Husbil-Sport;7.97;0
925;Sean Mathews;73;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;7.96;2
926;Anthony Richardson;46;Man;Sverige;Sidebarreklam;Husbil-Familj;7.96;2
927;Kenneth Wilson;44;Man;Sverige;Helsidereklam;Husbil-Budget;5.38;3
928;Susan Howell;67;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;3.98;2
929;Jennifer Stevens;75;Man;Sverige;Sidebarreklam;Husbil-Budget;7.96;1
930;William Terry;55;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.07;1
931;Brian Perry;67;Kvinna;Danmark;Helsidereklam;Husbil-Familj;7.91;1
932;Bethany Wilson;71;Kvinna;Norge;Sidebarreklam;Husbil-Sport;7.94;0
933;William Johnson;65;Kvinna;England;Popuppreklam med musik;Husbil-Lyx;2.08;2
934;Teresa Matthews;59;Man;Norge;Helsidereklam;Husbil-Familj;3.73;0
935;Bryan Butler;20;Man;England;Popuppreklam med musik;Husbil-Lyx;2.11;0
936;Charles Miller;43;Man;Norge;Helsidereklam;Husbil-Budget;6.05;2
937;Jason Rivera;43;Man;Tyskland;Popuppreklam med musik;Husbil-Sport;2.11;1
938;Tracy Hamilton;48;Man;Sverige;Sidebarreklam;Husbil-Sport;7.93;2
939;Elizabeth Weber;54;Kvinna;Norge;Helsidereklam;Husbil-Budget;7.67;1
940;Stephanie Moran;53;Man;England;Sidebarreklam;Husbil-Lyx;7.93;3
941;Ricardo Taylor;66;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;7.92;1
942;Jennifer Johnson;56;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.14;0
943;Veronica Underwood;59;Man;Sverige;Sidebarreklam;Husbil-Budget;7.92;0
944;James Hill;48;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.15;1
945;Shawn Wood;40;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;7.92;0
946;Mercedes Carroll;30;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.15;2
947;Jessica White;63;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.17;1
948;Heather Daniels;44;Man;Sverige;Helsidereklam;Husbil-Budget;4.26;2
949;Sheena Sexton;56;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;6.05;2
950;Amy Moody;64;Man;Sverige;Helsidereklam;Husbil-Lyx;6.21;1
951;Sarah Summers;48;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;2.47;1
952;Melinda Norman;54;Kvinna;Norge;Helsidereklam;Husbil-Budget;3.31;2
953;Margaret Garcia;61;Man;Danmark;Sidebarreklam;Husbil-Lyx;7.92;0
954;Edward Ray;68;Man;Tyskland;Sidebarreklam;Husbil-Budget;7.91;1
955;Robert Hernandez;65;Man;Sverige;Sidebarreklam;Husbil-Familj;7.91;1
956;Kimberly Wilson;35;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.91;0
957;Emily Bishop;36;Man;England;Popuppreklam med musik;Husbil-Budget;2.17;2
958;Whitney Le;62;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.9;0
959;Rhonda Scott;60;Man;England;Popuppreklam med musik;Husbil-Sport;2.18;2
960;Kurt Rivera;55;Man;Norge;Popuppreklam med musik;Husbil-Sport;2.18;1
961;Mr. Nicholas Proctor PhD;77;Man;Sverige;Sidebarreklam;Husbil-Familj;7.89;1
962;Douglas Weeks;38;Man;Danmark;Sidebarreklam;Husbil-Familj;7.89;1
963;Kathryn Moore;76;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.89;3
964;Chris Edwards;49;Man;Danmark;Sidebarreklam;Husbil-Budget;7.89;1
965;Dr. Michael Garcia;38;Man;Tyskland;Popuppreklam med musik;Husbil-Lyx;2.2;2
966;Brandi Nguyen;35;Man;Norge;Sidebarreklam;Husbil-Budget;7.88;2
967;Jordan Ramirez;24;Man;Sverige;Sidebarreklam;Husbil-Familj;7.87;1
968;Paul Cole;45;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.2;3
969;James Harris;43;Kvinna;Danmark;Helsidereklam;Husbil-Sport;4.71;2
970;Heather Townsend;41;Kvinna;Norge;Helsidereklam;Husbil-Budget;5.66;0
971;Debbie Cortez;49;Man;Sverige;Helsidereklam;Husbil-Sport;6.04;3
972;Megan Trujillo;79;Man;Tyskland;Popuppreklam med musik;Husbil-Sport;2.25;2
973;Rebecca Maynard MD;77;Kvinna;Norge;Helsidereklam;Husbil-Familj;3.63;1
974;Yvonne Wilson;27;Kvinna;Danmark;Helsidereklam;Husbil-Familj;4.01;1
975;Jerry Skinner;24;Man;Norge;Helsidereklam;Husbil-Sport;6.46;0
976;Jeffrey Hernandez;60;Man;Danmark;Popuppreklam med musik;Husbil-Budget;2.26;0
977;Dwayne Moreno;22;Man;Sverige;Helsidereklam;Husbil-Budget;5.09;3
978;Brian Ramirez;22;Man;Sverige;Sidebarreklam;Husbil-Sport;7.87;1
979;Robert Williams;32;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;3.89;1
980;Jay Bridges;67;Kvinna;Norge;Helsidereklam;Husbil-Familj;6.71;1
981;Jacob Simmons;57;Man;Sverige;Helsidereklam;Husbil-Familj;5.71;0
982;Brittany Bowen;23;Kvinna;Danmark;Helsidereklam;Husbil-Familj;5.37;2
983;Nicholas Harris;58;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.63;2
984;Scott Wilson;65;Man;Norge;Helsidereklam;Husbil-Familj;5.9;1
985;Brandon Smith;67;Man;Norge;Popuppreklam med musik;Husbil-Budget;2.26;2
986;Jonathan Shepard;39;Man;Sverige;Popuppreklam med musik;Husbil-Familj;2.26;3
987;Misty Parker;51;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.27;1
988;Shari Miller;53;Kvinna;Danmark;Helsidereklam;Husbil-Familj;3.52;2
989;Barry Dunn;71;Man;Sverige;Helsidereklam;Husbil-Lyx;6.96;2
990;Michelle Scott;28;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;7.87;0
991;Hannah Holloway;47;Kvinna;England;Popuppreklam med musik;Husbil-Sport;2.28;2
992;Sharon Mckenzie;71;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.29;1
993;David Newton;32;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;7.87;1
994;Christopher Rodriguez;67;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;2.29;1
995;Emily Gilbert;65;Man;Norge;Helsidereklam;Husbil-Budget;3.57;1
996;Chad Oconnor;35;Man;Sverige;Sidebarreklam;Husbil-Familj;7.84;1
997;Christine Thompson;50;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.29;1
998;Dennis Fritz;50;Man;Sverige;Helsidereklam;Husbil-Lyx;7.79;0
999;Wendy Harris;67;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.3;2
1000;Jacqueline Vazquez;18;Man;Danmark;Popuppreklam med musik;Husbil-Lyx;2.31;1
1001;James Schmidt;19;Kvinna;Tyskland;Sidebarreklam;Husbil-Budget;7.83;2
1002;Mary Hayden;70;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;2.32;1
1003;Jessica Aguirre;27;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.33;2
1004;Logan Hale;60;Kvinna;Norge;Sidebarreklam;Husbil-Familj;7.81;1
1005;Karen Benjamin;58;Man;Tyskland;Helsidereklam;Husbil-Sport;4.29;2
1006;Megan Nichols;20;Man;Tyskland;Sidebarreklam;Husbil-Lyx;7.81;2
1007;Dr. Bradley Bailey;56;Man;Sverige;Helsidereklam;Husbil-Lyx;3.93;0
1008;Michael Brown;44;Man;England;Popuppreklam med musik;Husbil-Budget;2.33;0
1009;David Johnson;20;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.8;1
1010;Rhonda Mcintosh;38;Man;Norge;Popuppreklam med musik;Husbil-Budget;2.34;1
1011;Linda Vasquez;39;Man;Norge;Popuppreklam med musik;Husbil-Budget;2.35;3
1012;Stephen Kelly MD;72;Kvinna;Norge;Helsidereklam;Husbil-Familj;7.69;2
1013;Gabriel Martinez;61;Man;Danmark;Helsidereklam;Husbil-Sport;5.62;3
1014;Cheryl Lee;47;Man;Norge;Helsidereklam;Husbil-Sport;3.71;3
1015;Mr. Joseph Quinn;43;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;2.37;0
1016;John Mckinney;55;Man;Sverige;Sidebarreklam;Husbil-Budget;7.79;3
1017;Shelia Huffman;47;Man;Tyskland;Popuppreklam med musik;Husbil-Familj;2.37;2
1018;Hannah Christian;79;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.38;0
1019;Jack Parker;30;Man;Norge;Sidebarreklam;Husbil-Sport;7.79;1
1020;Crystal Murphy;75;Man;Danmark;Helsidereklam;Husbil-Sport;7.62;1
1021;Amy Vega;49;Kvinna;Danmark;Helsidereklam;Husbil-Budget;7.28;1
1022;Amy Miller;59;Man;Danmark;Popuppreklam med musik;Husbil-Sport;2.38;3
1023;Margaret Potter;32;Man;Sverige;Helsidereklam;Husbil-Sport;4.54;1
1024;Matthew Allen;52;Man;Norge;Popuppreklam med musik;Husbil-Familj;2.38;2
1025;Jaime Ramirez;53;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.79;0
1026;Pamela Smith;28;Kvinna;Danmark;Helsidereklam;Husbil-Sport;3.56;1
1027;Brian Barber;25;Man;Danmark;Sidebarreklam;Husbil-Sport;7.78;2
1028;Jeffrey Williams;61;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.38;3
1029;Dawn Young;26;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.78;0
1030;Eric Mcguire;61;Kvinna;England;Popuppreklam med musik;Husbil-Sport;2.39;0
1031;Brittany Wagner;41;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.78;0
1032;Jordan Bonilla;34;Man;Norge;Sidebarreklam;Husbil-Sport;7.77;4
1033;Ryan Gordon;72;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.39;1
1034;Seth Mendoza;22;Kvinna;Danmark;Helsidereklam;Husbil-Familj;4.91;2
1035;Jennifer Craig;36;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.77;1
1036;Perry Brown;37;Man;Norge;Popuppreklam med musik;Husbil-Familj;2.45;0
1037;Veronica Underwood;52;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.45;1
1038;Lisa Fitzgerald;64;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.47;1
1039;Randy Morris;72;Man;England;Sidebarreklam;Husbil-Sport;7.77;3
1040;Shannon Snow;58;Kvinna;Danmark;Helsidereklam;Husbil-Budget;7.11;1
1041;Joel Moore;71;Man;Tyskland;Popuppreklam med musik;Husbil-Sport;2.48;2
1042;Carrie Gates;74;Kvinna;Norge;Helsidereklam;Husbil-Lyx;6.44;2
1043;Mr. Andrew Maxwell;77;Kvinna;Norge;Helsidereklam;Husbil-Budget;4.1;1
1044;Christine Wilkerson;34;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.49;0
1045;Sophia Kramer;65;Man;Sverige;Sidebarreklam;Husbil-Familj;7.76;2
1046;David Frey;25;Kvinna;Norge;Sidebarreklam;Husbil-Sport;7.75;1
1047;Jennifer Riley;28;Man;Norge;Helsidereklam;Husbil-Lyx;6.64;3
1048;Margaret Nelson;24;Kvinna;England;Popuppreklam med musik;Husbil-Familj;2.49;2
1049;Brian Davis;50;Kvinna;Danmark;Helsidereklam;Husbil-Sport;4.38;1
1050;Dawn Peters;58;Man;Sverige;Helsidereklam;Husbil-Lyx;5.76;2
1051;Jeffery Ware;18;Man;Norge;Popuppreklam med musik;Husbil-Sport;2.49;1
1052;Janet Black;21;Man;Sverige;Sidebarreklam;Husbil-Sport;7.74;1
1053;Tony Allen;45;Man;Norge;Sidebarreklam;Husbil-Familj;7.73;1
1054;Cynthia Reyes;28;Man;Danmark;Popuppreklam med musik;Husbil-Sport;2.5;1
1055;Tyler Archer;27;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.51;2
1056;Deborah King;76;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.51;0
1057;Darrell Harris;62;Man;Sverige;Helsidereklam;Husbil-Budget;2.97;1
1058;Alicia Moore;78;Man;Sverige;Popuppreklam med musik;Husbil-Familj;2.51;2
1059;Michael Shaffer MD;38;Kvinna;Sverige;Helsidereklam;Husbil-Budget;3.49;0
1060;Rick Reynolds;30;Man;Sverige;Helsidereklam;Husbil-Sport;6.62;1
1061;Zachary Cunningham;42;Man;Sverige;Sidebarreklam;Husbil-Budget;7.72;3
1062;Kevin Garrison;31;Man;Norge;Sidebarreklam;Husbil-Familj;7.71;1
1063;Kenneth Pace;76;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;2.51;2
1064;Melissa Clayton;49;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.52;0
1065;John Garner;79;Man;Tyskland;Sidebarreklam;Husbil-Budget;7.71;2
1066;Theresa Werner;44;Man;Sverige;Sidebarreklam;Husbil-Sport;7.71;1
1067;Deborah Perez;73;Man;Danmark;Popuppreklam med musik;Husbil-Familj;2.52;1
1068;Kimberly Thomas;25;Man;England;Helsidereklam;Husbil-Sport;6.77;1
1069;Edward Peters;32;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.53;1
1070;Megan Cox;38;Man;Sverige;Sidebarreklam;Husbil-Budget;7.71;0
1071;Joshua Lee;23;Kvinna;Norge;Sidebarreklam;Husbil-Familj;7.69;2
1072;Adam Williams;69;Kvinna;Norge;Popuppreklam med musik;Husbil-Sport;2.53;1
1073;John Sullivan;27;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.69;0
1074;Christine Hebert;80;Man;Danmark;Popuppreklam med musik;Husbil-Familj;2.55;2
1075;Lisa Le;35;Kvinna;Danmark;Helsidereklam;Husbil-Familj;3.98;0
1076;Christina Morrow;72;Kvinna;Norge;Popuppreklam med musik;Husbil-Budget;2.55;1
1077;Jerry Harris;55;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.57;1
1078;Anthony Russell;24;Kvinna;Norge;Helsidereklam;Husbil-Budget;3.82;0
1079;Rebecca Walker;47;Man;Sverige;Helsidereklam;Husbil-Lyx;4.04;0
1080;Leah Pierce;42;Man;Sverige;Sidebarreklam;Husbil-Budget;7.68;0
1081;Lee Castro;53;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.66;2
1082;Kenneth Crawford;43;Kvinna;Norge;Helsidereklam;Husbil-Budget;4.76;0
1083;Brittany Torres;29;Man;Danmark;Helsidereklam;Husbil-Sport;6.42;0
1084;Deborah Thompson;68;Kvinna;Norge;Helsidereklam;Husbil-Budget;3.86;1
1085;Betty Allen;44;Kvinna;Sverige;Popuppreklam med musik;Husbil-Budget;2.58;3
1086;Mr. Austin Christian;46;Man;Danmark;Helsidereklam;Husbil-Lyx;6.08;1
1087;Alan Meyers;22;Man;Sverige;Sidebarreklam;Husbil-Sport;7.65;1
1088;Jordan Smith;19;Man;Sverige;Sidebarreklam;Husbil-Sport;7.65;3
1089;Thomas Pennington;38;Man;Sverige;Helsidereklam;Husbil-Budget;5.5;1
1090;Noah Snow;70;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;7.65;2
1091;Karina Mcfarland;48;Man;Sverige;Helsidereklam;Husbil-Lyx;3.56;1
1092;Austin Payne;21;Man;Norge;Sidebarreklam;Husbil-Familj;7.64;1
1093;Eric Conley;60;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;2.58;0
1094;Elizabeth Moody;72;Man;Norge;Popuppreklam med musik;Husbil-Sport;2.58;5
1095;Jesus Cunningham;67;Man;Norge;Helsidereklam;Husbil-Lyx;7.14;0
1096;Dr. Paul Cantrell;56;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.64;0
1097;John Anderson;61;Kvinna;Tyskland;Sidebarreklam;Husbil-Budget;7.64;2
1098;Scott Morgan;49;Man;England;Sidebarreklam;Husbil-Budget;7.64;1
1099;Rachel Hayes;37;Man;Tyskland;Popuppreklam med musik;Husbil-Lyx;2.59;2
1100;April King;47;Man;Norge;Popuppreklam med musik;Husbil-Familj;2.59;0
1101;Gabriella Weaver;52;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.59;1
1102;Ryan Terry;36;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.59;2
1103;Robert Romero;40;Kvinna;Tyskland;Sidebarreklam;Husbil-Familj;7.62;1
1104;Olivia Wells MD;38;Man;England;Helsidereklam;Husbil-Familj;3.51;1
1105;Brittney Saunders;53;Man;Sverige;Helsidereklam;Husbil-Familj;2.85;2
1106;Brent Jones;77;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;7.61;0
1107;Anthony Martinez;75;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;2.59;1
1108;Gwendolyn Perkins;48;Man;Norge;Helsidereklam;Husbil-Budget;5.12;0
1109;Lisa Mcmahon;57;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;2.6;2
1110;Whitney Hall;38;Man;England;Helsidereklam;Husbil-Familj;3.01;1
1111;Amy Scott;61;Kvinna;Norge;Sidebarreklam;Husbil-Budget;7.61;1
1112;Sarah Martinez;66;Man;Sverige;Helsidereklam;Husbil-Familj;2.73;3
1113;Brittany Allen;73;Man;Norge;Helsidereklam;Husbil-Budget;5.69;0
1114;Brian Livingston;47;Man;Tyskland;Popuppreklam med musik;Husbil-Sport;2.61;0
1115;Nicole Yates;59;Man;Tyskland;Helsidereklam;Husbil-Lyx;3.91;1
1116;Brad Martinez;75;Man;Sverige;Sidebarreklam;Husbil-Familj;7.6;0
1117;Joel Rangel;29;Man;Norge;Sidebarreklam;Husbil-Familj;7.58;2
1118;David Ballard;46;Man;Norge;Helsidereklam;Husbil-Sport;4.67;3
1119;Tiffany Jones;61;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.57;0
1120;Linda Mueller;48;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;7.55;1
1121;Jessica Lewis;33;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.61;2
1122;Ruth Cameron;19;Kvinna;Sverige;Sidebarreklam;Husbil-Sport;7.55;1
1123;Jeffrey Wells;64;Man;Norge;Popuppreklam med musik;Husbil-Budget;2.62;1
1124;Brandon Wright;43;Man;Norge;Popuppreklam med musik;Husbil-Budget;2.63;1
1125;Jesse Martin DVM;32;Man;Sverige;Sidebarreklam;Husbil-Familj;7.54;0
1126;David Watson;53;Man;Sverige;Helsidereklam;Husbil-Familj;5.97;1
1127;Tonya Smith;43;Kvinna;Sverige;Popuppreklam med musik;Husbil-Familj;2.63;1
1128;Richard Johnson;40;Man;Norge;Popuppreklam med musik;Husbil-Budget;2.64;0
1129;Jeremy Duarte;30;Man;Sverige;Helsidereklam;Husbil-Lyx;3.97;2
1130;Lori Brooks;71;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;2.64;1
1131;Destiny Sanchez;38;Kvinna;Norge;Popuppreklam med musik;Husbil-Budget;2.64;1
1132;Aaron Hansen;78;Man;Sverige;Helsidereklam;Husbil-Familj;3.79;1
1133;Chloe Vasquez;29;Man;Sverige;Sidebarreklam;Husbil-Budget;7.52;1
1134;Ashley Frazier;41;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.64;2
1135;Rhonda Yu;77;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.52;0
1136;William Davis;66;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.65;0
1137;Adam Hall;39;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.65;0
1138;Gary Collins;45;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;2.66;1
1139;Jeffrey Snyder;43;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;2.66;3
1140;Emily Nelson;24;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;6.92;0
1141;Belinda Jones;72;Man;Sverige;Popuppreklam med musik;Husbil-Familj;2.67;2
1142;Juan Clark;64;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.68;1
1143;Bradley Ellis;29;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;2.7;0
1144;Courtney Howell;44;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.7;1
1145;Timothy Goodman;51;Man;Tyskland;Helsidereklam;Husbil-Sport;5.9;1
1146;Holly Walker;28;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;7.51;0
1147;Diane Williams;39;Man;England;Helsidereklam;Husbil-Sport;4.94;1
1148;Paul Graham;32;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.7;1
1149;Monica Ho;21;Kvinna;Tyskland;Helsidereklam;Husbil-Sport;2.8;1
1150;Steven Jensen;74;Man;Sverige;Helsidereklam;Husbil-Familj;6.86;1
1151;Joel Hicks;31;Man;Sverige;Sidebarreklam;Husbil-Familj;7.51;0
1152;Samantha Cook;40;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.09;3
1153;Joseph Craig;61;Man;Danmark;Sidebarreklam;Husbil-Budget;7.5;1
1154;Ricky Mata;62;Man;Sverige;Sidebarreklam;Husbil-Familj;7.5;2
1155;Mariah King;37;Kvinna;Sverige;Sidebarreklam;Husbil-Familj;7.49;1
1156;Benjamin Garrett;71;Man;Norge;Helsidereklam;Husbil-Sport;2.83;1
1157;Brittany Jefferson;67;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;2.71;1
1158;Julie Cochran;36;Man;Norge;Sidebarreklam;Husbil-Sport;7.49;0
1159;Kimberly Johnson;79;Kvinna;Norge;Helsidereklam;Husbil-Sport;4.15;2
1160;Jamie Robinson;28;Man;Sverige;Popuppreklam med musik;Husbil-Familj;2.72;0
1161;Melissa Ramirez;45;Man;Sverige;Sidebarreklam;Husbil-Sport;7.48;2
1162;Monica Davis;38;Kvinna;Sverige;Popuppreklam med musik;Husbil-Familj;2.73;1
1163;Andrew Evans;77;Man;Norge;Sidebarreklam;Husbil-Lyx;7.48;1
1164;Anne Garcia;44;Man;Sverige;Sidebarreklam;Husbil-Familj;7.47;0
1165;Jason Fisher;73;Man;Sverige;Popuppreklam med musik;Husbil-Familj;2.73;0
1166;Ryan Davis;50;Man;Sverige;Sidebarreklam;Husbil-Sport;7.47;2
1167;Sheila Allen;80;Man;Sverige;Helsidereklam;Husbil-Familj;6.91;0
1168;Timothy Bowman;34;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.74;3
1169;Robert Brown;40;Man;Sverige;Helsidereklam;Husbil-Familj;5.05;1
1170;David Barron;20;Man;Tyskland;Sidebarreklam;Husbil-Sport;7.45;2
1171;Robert Pena;56;Man;Sverige;Sidebarreklam;Husbil-Familj;7.45;0
1172;Mary Smith;35;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.74;1
1173;Michael Scott;67;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;2.74;2
1174;Jeremy Bonilla;71;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.75;2
1175;Karen Kennedy;72;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.44;1
1176;Teresa King;58;Kvinna;Danmark;Helsidereklam;Husbil-Sport;6.98;0
1177;Hector Willis;34;Man;Danmark;Helsidereklam;Husbil-Sport;6.91;1
1178;Matthew Bradley;69;Kvinna;Danmark;Helsidereklam;Husbil-Budget;6.37;2
1179;Jacob Olsen;79;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;7.43;0
1180;Jill Chapman;51;Man;Sverige;Helsidereklam;Husbil-Budget;4.97;0
1181;Scott Pacheco;63;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.77;1
1182;Monica Washington;33;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.43;1
1183;Brenda Miller;55;Man;Sverige;Sidebarreklam;Husbil-Familj;7.43;3
1184;Yvonne Branch;31;Kvinna;Tyskland;Sidebarreklam;Husbil-Budget;7.43;1
1185;Rodney Taylor;20;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.77;1
1186;Samuel Simpson;39;Man;Sverige;Helsidereklam;Husbil-Familj;6.25;1
1187;Stephanie Torres;60;Man;Sverige;Sidebarreklam;Husbil-Budget;7.42;1
1188;Colton Johnson;23;Man;Tyskland;Popuppreklam med musik;Husbil-Lyx;2.79;2
1189;Joshua Bradford;31;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.41;0
1190;Jose Phelps;63;Kvinna;England;Popuppreklam med musik;Husbil-Budget;2.81;1
1191;Roger Bryant;67;Man;Danmark;Popuppreklam med musik;Husbil-Sport;2.81;3
1192;Emily Allen;41;Man;Sverige;Helsidereklam;Husbil-Lyx;5.69;0
1193;Christopher Cook;50;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.82;1
1194;Jason Murphy;57;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.82;2
1195;Lynn Vargas;41;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.41;1
1196;Beth Hill;65;Man;England;Helsidereklam;Husbil-Familj;4;2
1197;Joseph Flores MD;72;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;7.41;1
1198;Morgan Conley;30;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;7.4;1
1199;Catherine Rice;42;Kvinna;Sverige;Popuppreklam med musik;Husbil-Sport;2.82;1
1200;April Johnson;73;Man;Danmark;Popuppreklam med musik;Husbil-Lyx;2.83;0
1201;Aaron Ellis;46;Kvinna;Sverige;Popuppreklam med musik;Husbil-Familj;2.83;0
1202;Mark Adams;58;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.84;1
1203;Jesus Mercado;43;Man;Danmark;Sidebarreklam;Husbil-Sport;7.39;0
1204;Jeremy Bryant;23;Man;Norge;Sidebarreklam;Husbil-Familj;7.38;1
1205;Erin Morales;36;Kvinna;Norge;Helsidereklam;Husbil-Budget;4.99;1
1206;Catherine Foster;57;Kvinna;Tyskland;Popuppreklam med musik;Husbil-Budget;2.85;1
1207;Andrea Ramirez DDS;51;Man;Sverige;Helsidereklam;Husbil-Lyx;5.09;1
1208;Norma Jackson;76;Man;England;Popuppreklam med musik;Husbil-Lyx;2.87;4
1209;John Young;24;Man;Sverige;Popuppreklam med musik;Husbil-Familj;2.87;2
1210;April Smith;61;Man;Tyskland;Helsidereklam;Husbil-Sport;5.62;4
1211;Thomas Howard;75;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.87;1
1212;Michele Robertson;72;Man;Danmark;Popuppreklam med musik;Husbil-Budget;2.87;1
